,ID,taxon,shortname,definition
5784,dmg,1388758,,dehalococcoides mccartyi gy50
5785,dmx,1432059,,dehalococcoides mccartyi cg1
5786,dmy,1432060,,dehalococcoides mccartyi cg4
5787,dmz,1432061,,dehalococcoides mccartyi cg5
5788,duc,1522671,,dehalococcoides sp. uch007
5789,dly,552811,,dehalogenimonas lykanthroporepellens bl-dc-9
5790,dew,943347,,dehalogenimonas sp. wbc-2
5791,dfo,1839801,,dehalogenimonas formicexedens nsz-14
5792,rrs,357808,ross1,roseiflexus sp. rs-1
5793,rca,383372,roscs,roseiflexus castenholzii dsm 13941
5794,cau,324602,chlaa,chloroflexus aurantiacus j-10-fl
5795,chl,480224,chlsy,chloroflexus aurantiacus y-400-fl
5796,cag,326427,chlad,chloroflexus aggregans dsm 9485
5797,hau,316274,hera2,herpetosiphon aurantiacus dsm 785
5798,tro,309801,thero,thermomicrobium roseum dsm 5159
5799,sti,479434,,sphaerobacter thermophilus dsm 20745
5800,atm,926569,,anaerolinea thermophila uni-1
5801,abat,1986204,,brevefilum fermentans cambi-1
5802,psub,913107,,pelolinea submarina mo-cfx1
5803,abao,1889813,,anaerolineaceae bacterium oral taxon 439 w11661
5804,cap,926550,,caldilinea aerophila dsm 14535 = nbrc 104270
5805,pbf,1806508,,candidatus promineofilum breve cfx-k
5806,kbs,2509675,,ktedonobacterales bacterium scaws-g2
5807,tbh,2601677,,tepidiforma bonchosmolovskayae 3753o
5808,dra,243230,deira,deinococcus radiodurans r1
5809,dge,319795,deigd,deinococcus geothermalis dsm 11300
5810,ddr,546414,deidv,deinococcus deserti vcd115
5811,dmr,709986,,deinococcus maricopensis dsm 21211
5812,dpt,693977,,deinococcus proteolyticus mrp
5813,dgo,745776,,deinococcus gobiensis i-0
5814,dpd,937777,,deinococcus peraridilitoris dsm 19664
5815,dsw,1182571,,deinococcus swuensis dy59
5816,dch,1309411,,deinococcus soli cha et al. 2014
5817,dab,1768108,,deinococcus actinosclerus bm2
5818,dpu,1182568,,deinococcus puniceus dy1
5819,dez,2202254,,deinococcus irradiatisoli 17bor-2
5820,dwu,980427,,deinococcus wulumuqiensis neb 479
5821,dfc,317577,,deinococcus ficus cc-fr2-10
5822,dein,2652443,,deinococcus sp. aj005
5823,dga,57498,,deinococcus grandis atcc 43672
5824,tra,649638,,truepera radiovictrix dsm 17093
5825,tth,262724,thet2,thermus thermophilus hb27
5826,ttj,300852,thet8,thermus thermophilus hb8
5827,tts,762633,,thermus thermophilus sg0.5jp17-16
5828,ttl,798128,,thermus thermophilus jl-18
5829,tsc,743525,,thermus scotoductus sa-01
5830,thc,1111069,,thermus sp. ccb_us3_uf1
5831,tos,751945,,thermus oshimai jl-2
5832,taq,498848,,thermus aquaticus y51mc23
5833,tpar,456163,,thermus parvatiensis rl
5834,tbc,56956,,thermus brockianus ge-1
5835,mrb,504728,,meiothermus ruber dsm 1279
5836,mre,504728,,meiothermus ruber dsm 1279
5837,msv,526227,,meiothermus silvanus dsm 9946
5838,mtai,1339250,,meiothermus taiwanensis wr-220
5839,opr,670487,,oceanithermus profundus dsm 14977
5840,mhd,869210,,marinithermus hydrothermalis dsm 14884
5841,ccz,1303518,,chthonomonas calidirosea t49
5842,fgi,661478,,fimbriimonas ginsengisoli gsoil 348
5843,ttr,525904,,thermobaculum terrenum atcc baa-798
5844,ctr,272561,chltr,chlamydia trachomatis d/uw-3/cx
5845,ctd,759363,chltd,chlamydia trachomatis d-ec
5846,ctf,759364,chltl,chlamydia trachomatis d-lc
5847,ctrd,1071756,,chlamydia trachomatis d/sotond1
5848,ctro,1071757,,chlamydia trachomatis d/sotond5
5849,ctrt,1071758,,chlamydia trachomatis d/sotond6
5850,cta,315277,chlta,chlamydia trachomatis a/har-13
5851,cty,580047,,chlamydia trachomatis a2497
5852,cra,580047,,chlamydia trachomatis a2497
5853,ctrq,1071753,,chlamydia trachomatis a/363
5854,ctrx,1071754,,chlamydia trachomatis a/5291
5855,ctrz,1071755,,chlamydia trachomatis a/7249
5856,ctrp,1075087,,chlamydia trachomatis l1/1322/p2
5857,ctlj,1071770,,chlamydia trachomatis l1/115
5858,ctlx,1071771,,chlamydia trachomatis l1/224
5859,ctll,1071769,,chlamydia trachomatis l1/440/ln
5860,ctb,471472,chlt2,chlamydia trachomatis 434/bu
5861,ctrr,1071772,,chlamydia trachomatis l2/25667r
5862,ctlf,1262673,,chlamydia trachomatis l2/434/bu(f)
5863,ctli,1263406,,chlamydia trachomatis l2/434/bu(i)
5864,ctl,471473,chltb,chlamydia trachomatis l2b/uch-1/proctitis
5865,ctru,1071774,,chlamydia trachomatis l2b/uch-2
5866,ctrl,1071775,,chlamydia trachomatis l2b/lst
5867,ctrv,1071776,,chlamydia trachomatis l2b/cv204
5868,ctrm,1071778,,chlamydia trachomatis l2b/ams1
5869,ctla,1071779,,chlamydia trachomatis l2b/ams2
5870,ctlm,1071780,,chlamydia trachomatis l2b/ams3
5871,ctls,1071781,,chlamydia trachomatis l2b/ams4
5872,ctlz,1071782,,chlamydia trachomatis l2b/ams5
5873,ctlc,1075085,,chlamydia trachomatis l2b/canada1
5874,ctln,1075086,,chlamydia trachomatis l2b/canada2
5875,ctlb,1071777,,chlamydia trachomatis l2b/795
5876,ctlq,1071773,,chlamydia trachomatis l2b/8200/07
5877,cto,887712,,chlamydia trachomatis l2c
5878,ctrn,1071783,,chlamydia trachomatis l3/404/ln
5879,ctj,580049,,chlamydia trachomatis b/jali20/ot
5880,ctz,672161,,chlamydia trachomatis b/tz1a828/ot
5881,ctg,707183,chlt1,chlamydia trachomatis e/11023
5882,ctk,707184,chlt5,chlamydia trachomatis e/150
5883,csw,634464,,chlamydia trachomatis sweden2
5884,ces,1071759,,chlamydia trachomatis e/sw3
5885,ctrb,596777,,chlamydia trachomatis e/bour
5886,ctre,1071760,,chlamydia trachomatis e/sotone4
5887,ctrs,1071761,,chlamydia trachomatis e/sotone8
5888,ctec,1100832,,chlamydia trachomatis e/c599
5889,cfs,1071762,,chlamydia trachomatis f/sw4
5890,cfw,1071763,,chlamydia trachomatis f/sw5
5891,ctfw,1100833,,chlamydia trachomatis f/swfpminus
5892,ctrf,1071764,,chlamydia trachomatis f/sotonf3
5893,ctch,1340853,,chlamydia trachomatis f/11-96
5894,ctn,707187,chltg,chlamydia trachomatis g/11074
5895,ctq,707186,,chlamydia trachomatis g/11222
5896,ctv,718219,,chlamydia trachomatis g/9301
5897,ctw,707185,,chlamydia trachomatis g/9768
5898,ctrg,1071765,,chlamydia trachomatis g/sotong1
5899,ctri,1260222,,chlamydia trachomatis iu824
5900,ctra,1260223,,chlamydia trachomatis iu888
5901,ctrh,1071766,,chlamydia trachomatis ia/sotonia1
5902,ctrj,1071767,,chlamydia trachomatis ia/sotonia3
5903,ctrk,1071768,,chlamydia trachomatis k/sotonk1
5904,ctjt,907272,,chlamydia trachomatis j/6276tet1
5905,ctcf,907263,,chlamydia trachomatis rc-f/69
5906,ctfs,907269,,chlamydia trachomatis rc-f(s)/342
5907,cthf,907265,,chlamydia trachomatis rc-f(s)/852
5908,ctcj,907266,,chlamydia trachomatis rc-j/943
5909,cthj,907267,,chlamydia trachomatis rc-j/953
5910,ctmj,907271,,chlamydia trachomatis rc-j/966
5911,cttj,1007871,,chlamydia trachomatis rc-j/971
5912,ctjs,907270,,chlamydia trachomatis rc-j(s)/122
5913,ctrc,1007870,,chlamydia trachomatis rc-l2/55
5914,ctrw,907268,,chlamydia trachomatis rc-l2(s)/3
5915,ctry,907264,,chlamydia trachomatis rc-l2(s)/46
5916,ctct,1431547,,chlamydia trachomatis c/tw-3
5917,cmu,243161,chlmu,chlamydia muridarum nigg (chlamydia trachomatis mopn)
5918,cmur,1434773,,chlamydia muridarum nigg cm972
5919,cmn,1460373,,chlamydia muridarum nigg 2 mcr
5920,cmm,83560,,chlamydia muridarum nigg3 clone g0.1.1
5921,cmg,83560,,chlamydia muridarum nigg3 clone g28.38.1
5922,cmx,83560,,chlamydia muridarum nigg3
5923,cmz,1434770,,chlamydia muridarum nigg3 cmut3-5
5924,cpn,115713,chlpn,chlamydia pneumoniae cwl029
5925,cpa,115711,chlpn,chlamydia pneumoniae ar39
5926,cpj,138677,chlpn,chlamydia pneumoniae j138
5927,cpt,182082,chlpn,chlamydia pneumoniae tw-183
5928,clp,406984,,chlamydia pneumoniae lpcoln
5929,cpm,331635,,chlamydia pecorum e58
5930,cpec,1234369,,chlamydia pecorum p787
5931,cpeo,1234367,,chlamydia pecorum pv3056/3
5932,cper,1234368,,chlamydia pecorum w73
5933,chp,331636,,chlamydia psittaci 6bc (chlamydophila psittaci 6bc)
5934,chb,331636,,chlamydia psittaci 6bc
5935,chs,1112252,,chlamydia psittaci 01dc11
5936,chi,1112254,,chlamydia psittaci 02dc15
5937,cht,1112267,,chlamydia psittaci 08dc60
5938,chc,1112250,,chlamydia psittaci c19/98
5939,chr,929557,,chlamydia psittaci rd1 (chlamydophila psittaci rd1)
5940,cpsc,1050219,,chlamydia psittaci cp3
5941,cpsn,1050221,,chlamydia psittaci nj1
5942,cpsb,1218176,,chlamydia psittaci 84/55
5943,cpsg,1218353,,chlamydia psittaci gr9
5944,cpsm,1218357,,chlamydia psittaci m56
5945,cpsi,1218354,,chlamydia psittaci mn
5946,cpsv,1218355,,chlamydia psittaci vs225
5947,cpsw,1218358,,chlamydia psittaci wc
5948,cpst,1218356,,chlamydia psittaci ws/rt/e30
5949,cpsd,1221877,,chlamydia psittaci 01dc12
5950,cpsa,500464,,chlamydia psittaci mat116 (chlamydophila psittaci mat116)
5951,cav,1229831,,chlamydia avium 10dc88
5952,cca,227941,chlcv,chlamydia caviae gpic
5953,cab,218497,chlab,chlamydia abortus s26/3 (chlamydophila abortus s26/3)
5954,cabo,83555,,chlamydia abortus ab7 (chlamydophila abortus ab7)
5955,cfe,264202,chlff,chlamydia felis fe/c-56 (chlamydophila felis fe/c-56)
5956,cgz,1143323,,chlamydia gallinacea 08-1274/3
5957,chla,1967783,,chlamydia sp. s15-834c
5958,pcu,264201,paruw,"candidatus protochlamydia amoebophila uwe25 (parachlamydia sp. uwe25), endosymbiont of acanthamoeba sp."
5959,pnl,389348,,candidatus protochlamydia naegleriophila knic
5960,puv,765952,,parachlamydia acanthamoebae uv-7
5961,ney,1353976,,"neochlamydia sp. s13, endosymbiont of acanthamoeba sp."
5962,wch,716544,,waddlia chondrophila wsu 86-1044
5963,sng,331113,,simkania negevensis z
5964,ote,452637,opitp,opitutus terrae pb90-1
5965,obg,1838286,,lacunisphaera limnophila ig16b
5966,vbh,2576891,,nibricoccus aquaticus hz-65
5967,obt,794903,,opitutaceae bacterium tav5
5968,caa,583355,,coraliomargarita akajimensis dsm 45221
5969,amu,349741,akkm8,akkermansia muciniphila atcc baa-835
5970,agl,1679444,,akkermansia glycaniphila apytt
5971,roo,2711231,,roseimicrobium sp. ornl1
5972,luo,2728835,,luteolibacter luteus g-1-1-1
5973,xii,1704307,,"candidatus xiphinematobacter sp. idaho grape, endosymbiont of xiphinema americanum (nematode)"
5974,min,481448,meti4,methylacidiphilum infernorum v4
5975,mkc,1202785,,methylacidiphilum kamchatkense kam1
5976,meap,2730359,,methylacidimicrobium sp. ap8
5977,psup,2529394,,"candidatus pinguicoccus supinus kkr18_esm, endosymbiont of euplotes vanleeuwenhoeki"
5978,vba,1637999,,verrucomicrobia bacterium imcc26134
5979,vbs,2488809,,verrucomicrobia bacterium s94
5980,rba,243090,rhoba,rhodopirellula baltica sh 1 (pirellula sp. strain 1)
5981,psl,530564,,pirellula staleyi dsm 6068
5982,pir,1632865,,pirellula sp. sh-sr6a
5983,rul,980254,,roseimaritima ulvae uc8
5984,mff,980251,,mariniblastus fucicola fc18
5985,rol,2527990,,rosistilla oblonga ca51
5986,ahel,2527968,,aureliella helgolandensis q31a
5987,lcre,2528010,,lignipirellula cremea pla85_3_4
5988,aagg,2528021,,anatilimnocola aggregata eta_a8
5989,ttf,1331910,,thermogutta terrifontis r1
5990,lpav,2650471,,lacipirellula parvula px69
5991,amuc,2527972,,aeoliella mucimassa pan181
5992,pnd,2528009,,pirellulimonas nuda pla175
5993,plm,521674,,planctopirus limnophila dsm 3776 (planctomyces limnophilus dsm 3776)
5994,peh,2528019,,planctopirus ephydatiae spb1
5995,pbs,756272,,rubinisphaera brasiliensis dsm 5305 (planctomyces brasiliensis dsm 5305)
5996,pls,1632864,,planctomyces sp. sh-pl14
5997,plh,1636152,,planctomyces sp. sh-pl62
5998,fmr,1891926,,fuerstia marisgermanicae nh11
5999,gmr,122,,gimesia maris dsm 8797
6000,gim,2608982,,gimesia benthica e7
6001,bvo,2527984,,bremerella volcania pan97
6002,mri,2528026,,maioricimonas rarisocia mal4
6003,sdyn,2527995,,symmachiella dynata mal52
6004,plon,2528007,,polystyrenella longa pla110
6005,ges,1630693,,gemmata sp. sh-pl17
6006,gog,114,,gemmata obscuriglobus dsm 5831
6007,gms,1210884,,gemmata massiliana soil9
6008,tim,692036,,tuwongella immobilis mblw1
6009,lrs,2598579,,limnoglobus roseus px52
6010,ftj,2774151,,frigoriglobus tundricola pl17
6011,uli,2528023,,urbifossiella limnaea eta_a1
6012,ipa,575540,,isosphaera pallida atcc 43644
6013,saci,886293,,singulisphaera acidiphila dsm 18658
6014,pbor,1387353,,paludisphaera borealis px4
6015,agv,406548,,aquisphaera giovannonii ojf2
6016,kst,174633,,candidatus kuenenia stuttgartiensis kuenenia_mbr1_ru-nijmegen
6017,broc,2172549,,candidatus brocadia sp. ega_18-q3-r5-49_maxac.112v2
6018,phm,1142394,,phycisphaera mikurensis nbrc 102666
6019,pcor,2528020,,poriferisphaera corsica ks4
6020,pbu,1940790,,sedimentisphaera cyanobacteriorum l21-rpul-d3
6021,pbp,1941349,,sedimentisphaera salicampi st-pulab-d4
6022,pbas,1851148,,limihaloglobus sulfuriphilus sm-chi-d1
6023,alus,1936003,,anaerohalosphaera lusitana st-nagab-d1
6024,vbl,1307763,,kiritimatiella glycovorans l21-fru-ab (verrucomicrobia bacterium l21-fru-ab)
6025,vbc,2094242,,victivallales bacterium ccug 44730
6026,vai,1930593,,candidatus vampirococcus archaeovorus lim
6027,bbu,224326,borbu,borreliella burgdorferi b31 (borrelia burgdorferi b31)
6028,bbz,445985,borbu,borreliella burgdorferi zs7 (borrelia burgdorferi zs7)
6029,bbn,521007,,borreliella burgdorferi n40 (borrelia burgdorferi n40)
6030,bbj,521008,,borreliella burgdorferi jd1 (borrelia burgdorferi jd1)
6031,bbur,1328311,,borreliella burgdorferi ca382
6032,bga,290434,borga,borreliella bavariensis pbi (borrelia garinii pbi)
6033,bgb,1081646,,borreliella garinii bgvir (borrelia garinii bgvir)
6034,bgn,1234596,,borreliella garinii nmjw1 (borrelia garinii nmjw1)
6035,bgs,1421551,,borreliella garinii sz (borrelia garinii sz)
6036,bgc,29519,,borreliella garinii cip 103362
6037,baf,390236,borap,borrelia afzelii pko (fli)
6038,bafz,390236,,borrelia afzelii pko (maryland)
6039,bafh,1239934,,borreliella afzelii hlj01
6040,baft,1398490,,borreliella afzelii tom3107 (borrelia afzelii tom3107)
6041,bafe,411555,,borreliella afzelii k78
6042,bbs,521010,borbd,borreliella bissettii dn127 (borrelia bissettii dn127)
6043,bvt,1398491,,borreliella valaisiana tom4006 (borrelia valaisiana tom4006)
6044,bchi,1245910,,borreliella chilensis va1 (borrelia chilensis va1)
6045,bmay,1674146,,borrelia mayonii mn14-1539
6046,btu,314724,bort9,borrelia turicatae 91e135
6047,bhr,314723,borhd,borrelia hermsii dah
6048,bhi,1329908,,borrelia hermsii cc1
6049,bdu,412419,bordl,borrelia duttonii ly
6050,bre,412418,borra,borrelia recurrentis a1
6051,bcw,1155096,,borrelia crocidurae achema
6052,bmo,1302858,,borrelia miyamotoi lb-2001
6053,bmiy,47466,,borrelia miyamotoi ct14d4
6054,bpak,1435045,,borrelia parkeri hr1
6055,bane,1365188,,borrelia anserina es
6056,btur,1104446,,borrelia turcica ist7
6057,bmat,2761123,,borrelia maritima ca690
6058,tpa,243276,trepa,treponema pallidum subsp. pallidum nichols
6059,tpw,243276,,treponema pallidum subsp. pallidum nichols
6060,tpp,455434,treps,treponema pallidum subsp. pallidum ss14
6061,tpu,491081,,treponema pallidum subsp. pallidum dal-1
6062,tph,666714,,treponema pallidum subsp. pallidum chicago
6063,tpo,686990,,treponema pallidum subsp. pallidum mexico a
6064,tpas,1095955,,treponema pallidum subsp. pallidum sea 81-4
6065,tpc,491079,,treponema pallidum subsp. pertenue cdc2
6066,tpg,491080,,treponema pallidum subsp. pertenue gauthier
6067,tpm,491078,,treponema pallidum subsp. pertenue samoad
6068,tpb,1155775,,treponema pallidum fribourg-blanc
6069,tde,243275,trede,treponema denticola atcc 35405
6070,tsu,869209,,treponema succinifaciens dsm 2489
6071,tbe,906968,,treponema brennaborense dsm 12168
6072,taz,545695,,treponema azotonutricium zas-9
6073,tpi,545694,,treponema primitia zas-2
6074,tpl,545776,,treponema paraluiscuniculi cuniculi a
6075,tped,1291379,,treponema pedis t a4
6076,scd,744872,,treponema caldarium dsm 7334 (spirochaeta caldaria dsm 7334)
6077,tpk,221027,,treponema putidum omz 758
6078,trm,1539298,,treponema sp. omz 838
6079,tphg,162,,treponema phagedenis s11.1
6080,trz,120683,,treponema sp. omz 804
6081,trc,744512,,treponema rectale chpa
6082,ssm,573413,,sediminispirochaeta smaragdinae dsm 11293 (spirochaeta smaragdinae dsm 11293)
6083,sta,665571,,spirochaeta thermophila dsm 6192
6084,stq,869211,,spirochaeta thermophila dsm 6578
6085,sfc,889378,,spirochaeta africana dsm 8902
6086,sper,252967,,thiospirochaeta perfilievii p
6087,sbu,158189,,sphaerochaeta globosa buddy (spirochaeta sp. buddy)
6088,scc,760011,,sphaerochaeta coccoides dsm 17374 (spirochaeta coccoides dsm 17374)
6089,sgp,158190,,sphaerochaeta pleomorpha grapes
6090,slr,1307761,,salinispira pacifica l21-rpul-d2
6091,ock,2518645,,oceanispirochaeta sp. k2
6092,lil,189518,lepin,leptospira interrogans serovar lai 56601
6093,lie,573825,,leptospira interrogans serovar lai ipav
6094,lic,267671,lepic,leptospira interrogans serovar copenhageni fiocruz l1-130
6095,lis,1395589,,leptospira interrogans serovar linhai 56609
6096,lbj,355277,lepbj,leptospira borgpetersenii serovar hardjo-bovis jb197
6097,lbl,355276,lepbl,leptospira borgpetersenii serovar hardjo-bovis l550
6098,lbi,456481,lepbp,leptospira biflexa serovar patoc patoc 1 (paris)
6099,lbf,355278,lepba,leptospira biflexa serovar patoc patoc 1 (ames)
6100,lst,758847,,leptospira santarosai serovar shermani lt 821
6101,laj,2564040,,leptospira tipperaryensis gwts #1 (leptospira alstonii gwts #1)
6102,lmay,1137606,,leptospira mayottensis vs2413
6103,lkm,408139,,leptospira kmetyi ls 001/16
6104,lwl,28184,,leptospira weilii cud13
6105,tpx,869212,,turneriella parva dsm 21527
6106,bhy,565034,trehy,brachyspira hyodysenteriae wa1
6107,bhd,1266923,,brachyspira hyodysenteriae atcc 27164
6108,brm,526224,,brachyspira murdochii dsm 12563
6109,bpo,759914,,brachyspira pilosicoli 95/1000
6110,bpj,1133568,,brachyspira pilosicoli b2904
6111,bpip,1042417,,brachyspira pilosicoli p43/6/78
6112,bpw,1161918,,brachyspira pilosicoli wesb
6113,bip,1045858,,brachyspira intermedia pws/a
6114,bhp,1287055,,brachyspira hampsonii nsh-16
6115,aba,204669,acibl,candidatus koribacter versatilis ellin345
6116,aca,240015,acic5,acidobacterium capsulatum atcc 51196
6117,acm,1198114,,granulicella tundricola mp5actx9
6118,gma,682795,,granulicella mallensis mp5actx8
6119,grw,2602070,,granulicella sp. wh15
6120,tsa,401053,,terriglobus saanensis sp1pr4
6121,trs,926566,,terriglobus roseus dsm 18391
6122,talb,1592106,,terriglobus albidus ornl
6123,abas,2211140,,acidisarcina polymorpha sbc82
6124,eda,2703788,,edaphobacter sp. 12200r-103
6125,sus,234267,solue,candidatus solibacter usitatus ellin6076
6126,pfer,1473598,,paludibaculum fermentans p105
6127,ctm,981222,,chloracidobacterium thermophilum b
6128,abac,1855912,,luteitalea pratensis dsm 100886
6129,thyd,981385,,thermotomaculum hydrothermale ac55
6130,emi,445932,elump,elusimicrobium minutum pei191
6131,epo,1408281,,endomicrobium proavitum rsa215 (candidatus endomicrobium sp. rsa215)
6132,eti,1408204,,candidatus endomicrobium trichonymphae rs-d17
6133,rsd,1408204,unctg,candidatus endomicrobium trichonymphae rs-d17 (uncultured termite group 1 bacterium phylotype rs-d17)
6134,fnu,190304,fusnu,fusobacterium nucleatum subsp. nucleatum atcc 25586
6135,fnc,469604,,fusobacterium nucleatum subsp. vincentii 3_1_36a2
6136,fnt,469602,,fusobacterium nucleatum subsp. vincentii 3_1_27
6137,fus,469607,,fusobacterium nucleatum subsp. animalis 4_8
6138,fne,457405,,fusobacterium nucleatum subsp. animalis 7_1
6139,fhw,1307442,,fusobacterium hwasookii chdc f174
6140,fpd,2663009,,fusobacterium pseudoperiodonticum kcom 1283
6141,fva,856,,fusobacterium varium fv113-g1
6142,ful,861,,fusobacterium ulcerans atcc 49185
6143,fmo,469616,,fusobacterium mortiferum atcc 9817
6144,fgo,469615,,fusobacterium gonidiaformans atcc 25563
6145,fnf,143387,,fusobacterium necrophorum subsp. funduliforme f1291
6146,fpei,860,,fusobacterium periodonticum 2_1_31
6147,ipo,572544,,ilyobacter polytropus dsm 2926
6148,lba,523794,,leptotrichia buccalis c-1013-b
6149,leo,712357,,leptotrichia sp. oral taxon 212 w10393
6150,lot,1785996,,leptotrichia sp. oral taxon 847
6151,leq,712368,,leptotrichia sp. oral taxon 498 f0590
6152,lhf,157688,,leptotrichia hofstadii jcm16775
6153,lsz,157691,,leptotrichia shahii jcm16776
6154,lhg,554406,,leptotrichia hongkongensis jmub5056
6155,lte,109328,,leptotrichia trevisanii jmub4039
6156,lwd,157687,,leptotrichia wadei jcm16777
6157,lgo,157692,,pseudoleptotrichia goodfellowii jcm16774
